x,y,z,Status
0.969,0.102,-0.129,ON
1.016,-0.012,-0.121,OFF
1.020,-0.039,-0.133,OFF
0.992,0.094,-0.141,ON
1.016,0.027,-0.109,OFF
0.973,0.082,-0.125,OFF
1.016,0.035,-0.105,OFF
1.008,0.016,-0.137,OFF
0.957,-0.07,-0.129,OFF
0.961,-0.051,-0.109,OFF
1.008,0.074,-0.129,OFF
1.016,-0.023,-0.121,OFF
1.000,-0.078,-0.133,OFF
0.984,0.082,-0.141,OFF
1.004,-0.027,-0.117,OFF
0.98,-0.059,-0.125,OFF
0.977,0.086,-0.137,OFF
0.973,-0.027,-0.121,OFF
1.008,-0.055,-0.129,OFF
0.984,0.09,-0.141,OFF
1.008,0.012,-0.113,OFF
1.004,0.078,-0.141,OFF
1.023,0.035,-0.121,OFF
1.027,-0.012,-0.145,OFF
0.949,-0.055,-0.141,OFF
1.004,0.02,-0.105,OFF
1.004,0.043,-0.125,OFF
1.016,-0.02,-0.113,OFF
0.992,-0.074,-0.125,OFF
1.012,0.055,-0.133,OFF
1.004,-0.043,-0.121,OFF
0.98,-0.066,-0.125,OFF
0.988,0.043,-0.145,OFF
0.977,0.012,-0.125,OFF
0.98,0.117,-0.141,ON
0.984,0,-0.098,OFF
1.020,-0.043,-0.125,OFF
0.965,0.004,-0.141,OFF
0.988,-0.043,-0.117,OFF
1.023,-0.039,-0.141,OFF
0.961,-0.043,-0.121,OFF
1.008,0.004,-0.105,OFF
1.008,0,-0.121,OFF
1.039,0,-0.102,OFF
1.027,0.043,-0.133,OFF
0.996,-0.016,-0.137,OFF
1.000,0.043,-0.109,OFF
0.957,0.027,-0.109,OFF
1.043,0.047,-0.164,OFF
0.961,0.074,-0.117,OFF
0.988,0,-0.133,OFF
1.012,-0.004,-0.117,OFF
0.969,-0.02,-0.129,OFF
0.977,-0.051,-0.141,OFF
1.027,-0.031,-0.125,OFF
0.961,0.063,-0.098,OFF
0.977,0.039,-0.18,OFF
1.000,0.023,-0.145,OFF
1.031,0.039,-0.121,OFF
1.000,0.027,-0.137,OFF
1.008,-0.039,-0.117,OFF
0.977,-0.023,-0.117,OFF
1.020,0.063,-0.125,OFF
1.004,-0.055,-0.117,OFF
0.961,-0.055,-0.152,OFF
0.961,0.063,-0.129,OFF
1.000,0.031,-0.133,OFF
0.988,-0.023,-0.137,OFF
0.953,0.027,-0.141,OFF
1.004,0.008,-0.105,OFF
0.977,-0.016,-0.125,OFF
0.992,0.012,-0.129,OFF
1.043,-0.043,-0.184,OFF
0.996,-0.039,-0.129,OFF
1.027,0.004,-0.133,OFF
1.012,-0.008,-0.145,OFF
0.961,-0.035,-0.117,OFF
0.996,-0.031,-0.078,OFF
1.023,0.004,-0.113,OFF
0.992,-0.051,-0.117,OFF
0.992,0.063,-0.141,OFF
1.027,0.031,-0.133,OFF
1.023,0.039,-0.129,OFF
0.988,-0.023,-0.137,OFF
0.949,0.059,-0.129,OFF
1.020,-0.09,-0.105,OFF
1.016,0.078,-0.133,OFF
0.988,0.02,-0.125,OFF
0.992,-0.102,-0.176,OFF
0.973,-0.027,-0.145,OFF
1.016,-0.039,-0.141,OFF
1.016,-0.027,-0.129,OFF
0.996,0.086,-0.137,OFF
0.988,-0.008,-0.094,OFF
0.984,-0.047,-0.133,OFF
1.055,-0.004,-0.148,OFF
1.012,0.016,-0.152,OFF
0.988,0.027,-0.137,OFF
0.961,-0.043,-0.156,OFF
1.012,-0.035,-0.125,OFF
0.984,-0.039,-0.125,OFF
0.984,0.043,-0.125,OFF
0.996,0.031,-0.113,OFF
1.023,-0.055,-0.129,OFF
0.953,-0.004,-0.16,OFF
0.969,0.027,-0.148,OFF
0.965,0.09,-0.16,OFF
0.984,0.027,-0.129,OFF
1.008,0.043,-0.121,OFF
1.000,0.008,-0.105,OFF
0.988,0.098,-0.121,ON
0.996,0.031,-0.102,OFF
1.000,-0.09,-0.156,OFF
0.984,-0.004,-0.141,OFF
1.035,-0.02,-0.137,OFF
0.996,-0.016,-0.141,OFF
0.973,0.086,-0.133,OFF
0.996,0.02,-0.117,OFF
1.023,-0.035,-0.105,OFF
0.988,0.004,-0.117,OFF
1.004,-0.059,-0.141,OFF
1.016,-0.063,-0.137,OFF
0.984,-0.074,-0.152,OFF
1.027,0.02,-0.129,OFF
0.945,-0.004,-0.125,OFF
1.004,0.008,-0.117,OFF
0.984,-0.066,-0.109,OFF
0.984,-0.043,-0.125,OFF
1.020,-0.047,-0.172,OFF
0.992,0.035,-0.133,OFF
1.000,0.055,-0.152,OFF
0.984,0.008,-0.133,OFF
0.996,0.063,-0.125,OFF
1.004,-0.012,-0.125,OFF
0.992,-0.059,-0.105,OFF
0.992,0.027,-0.117,OFF
1.035,-0.031,-0.145,OFF
1.012,-0.07,-0.145,OFF
1.027,0.113,-0.164,ON
1.000,0.023,-0.141,OFF
0.98,-0.051,-0.129,OFF
0.98,0.004,-0.125,OFF
0.98,-0.035,-0.102,OFF
0.973,0.066,-0.117,OFF
1.027,0.012,-0.125,OFF
1.016,0.004,-0.125,OFF
1.004,-0.082,-0.148,OFF
0.992,-0.055,-0.148,OFF
1.000,0.023,-0.129,OFF
1.004,0.027,-0.113,OFF
0.984,0.094,-0.109,ON
0.992,0.023,-0.074,OFF
1.012,-0.109,-0.156,OFF
0.98,0.086,-0.152,OFF
0.992,-0.027,-0.125,OFF
1.000,-0.035,-0.141,OFF
0.973,0.078,-0.141,OFF
0.977,0.012,-0.105,OFF
0.969,0.098,-0.133,ON
1.004,0.055,-0.098,OFF
0.969,-0.012,-0.168,OFF
0.988,-0.035,-0.148,OFF
1.012,0.023,-0.117,OFF
0.953,0.051,-0.141,OFF
1.008,0.008,-0.113,OFF
0.996,0.113,-0.133,ON
0.973,-0.02,-0.125,OFF
0.996,-0.063,-0.094,OFF
0.996,0.051,-0.133,OFF
1.004,-0.016,-0.137,OFF
1.012,-0.051,-0.109,OFF
0.98,0.105,-0.152,ON
1.020,-0.016,-0.129,OFF
0.992,0.012,-0.137,OFF
0.973,-0.039,-0.133,OFF
1.016,0.031,-0.105,OFF
0.977,0.051,-0.141,OFF
1.008,0.02,-0.094,OFF
1.008,0.031,-0.137,OFF
1.004,-0.055,-0.137,OFF
0.996,-0.055,-0.117,OFF
1.004,0.074,-0.133,OFF
0.992,-0.039,-0.129,OFF
0.992,-0.086,-0.125,OFF
0.992,0.035,-0.125,OFF
0.988,-0.063,-0.109,OFF
1.004,-0.078,-0.125,OFF
1.000,0.094,-0.145,ON
1.027,-0.02,-0.09,OFF
0.953,-0.043,-0.109,OFF
0.98,0.105,-0.129,ON
0.988,0.012,-0.109,OFF
0.957,0.063,-0.121,OFF
0.996,-0.004,-0.094,OFF
0.992,-0.027,-0.113,OFF
0.969,0.098,-0.148,ON
1.031,0.02,-0.109,OFF
1.008,0.031,-0.129,OFF
1.008,-0.039,-0.125,OFF
0.984,-0.086,-0.117,OFF
0.973,0.016,-0.125,OFF
0.961,-0.086,-0.09,OFF
0.996,-0.082,-0.125,OFF
1.008,0.07,-0.141,OFF
1.020,0.016,-0.121,OFF
0.996,0.121,-0.121,ON
1.004,-0.016,-0.121,OFF
1.000,0,-0.109,OFF
0.961,-0.043,-0.125,OFF
1.000,-0.02,-0.098,OFF
0.992,-0.023,-0.121,OFF
0.965,0.102,-0.145,ON
1.031,0.02,-0.109,OFF
1.004,0.012,-0.129,OFF
1.023,0.016,-0.133,OFF
1.004,0.051,-0.129,OFF
1.008,-0.059,-0.113,OFF
0.922,0.055,-0.074,OFF
0.957,0.004,-0.129,OFF
0.969,0.004,-0.109,OFF
1.023,0.078,-0.148,OFF
1.008,0.004,-0.125,OFF
1.023,0.078,-0.145,OFF
1.016,0.031,-0.109,OFF
1.008,0,-0.129,OFF
0.887,-0.012,-0.098,OFF
0.977,-0.039,-0.125,OFF
0.977,0.047,-0.125,OFF
0.969,0.004,-0.117,OFF
1.000,0.082,-0.117,OFF
1.023,-0.055,-0.145,OFF
1.004,0.027,-0.105,OFF
1.039,0.078,-0.105,OFF
0.961,0.031,-0.137,OFF
1.020,0.004,-0.148,OFF
1.027,0.023,-0.125,OFF
0.961,0.008,-0.137,OFF
1.016,-0.004,-0.125,OFF
0.98,-0.02,-0.125,OFF
0.98,0.023,-0.125,OFF
1.000,0.031,-0.121,OFF
1.000,0.07,-0.176,OFF
1.117,0.02,-0.195,OFF
1.023,-0.098,-0.133,OFF
0.977,0.008,-0.145,OFF
0.98,-0.039,-0.109,OFF
0.98,-0.082,-0.105,OFF
0.98,-0.008,-0.137,OFF
1.023,0.043,-0.129,OFF
1.012,-0.074,-0.187,OFF
0.957,-0.023,-0.137,OFF
1.027,0,-0.137,OFF
0.953,0.047,-0.121,OFF
1.012,-0.016,-0.098,OFF
1.008,-0.074,-0.113,OFF
0.98,0.102,-0.129,ON
0.992,0.039,-0.109,OFF
1.004,0,-0.168,OFF
1.016,-0.004,-0.148,OFF
0.996,-0.094,-0.125,OFF
0.984,0.008,-0.137,OFF
0.984,-0.063,-0.113,OFF
0.996,-0.09,-0.117,OFF
1.023,0.078,-0.121,OFF
1.000,0.023,-0.105,OFF
0.988,0.066,-0.16,OFF
1.020,0.008,-0.113,OFF
1.180,-0.035,-0.168,OFF
0.984,0.07,-0.141,OFF
0.977,-0.066,-0.113,OFF
0.992,0.023,-0.129,OFF
1.004,-0.035,-0.125,OFF
0.992,-0.023,-0.105,OFF
1.000,-0.043,-0.168,OFF
1.004,-0.02,-0.129,OFF
1.031,0.016,-0.133,OFF
0.98,0.008,-0.133,OFF
1.016,-0.055,-0.109,OFF
0.98,-0.043,-0.121,OFF
1.023,0.043,-0.117,OFF
1.004,0.051,-0.105,OFF
1.000,0.039,-0.168,OFF
1.008,-0.016,-0.121,OFF
1.008,0.02,-0.125,OFF
0.961,0.012,-0.148,OFF
0.996,-0.039,-0.109,OFF
1.004,-0.008,-0.117,OFF
0.977,-0.016,-0.137,OFF
1.008,0.039,-0.105,OFF
0.996,-0.09,-0.156,OFF
0.992,-0.023,-0.133,OFF
1.027,-0.008,-0.133,OFF
1.004,-0.023,-0.137,OFF
0.973,0.07,-0.129,OFF
0.941,0.086,-0.035,OFF
0.965,-0.012,-0.137,OFF
1.008,-0.008,-0.105,OFF
1.043,0.008,-0.137,OFF
0.973,-0.02,-0.125,OFF
0.992,-0.086,-0.152,OFF
0.992,0.035,-0.137,OFF
0.945,0.031,-0.125,OFF
1.004,0.02,-0.113,OFF
0.988,0.074,-0.125,OFF
1.012,0.012,-0.102,OFF
0.984,-0.109,-0.137,OFF
0.988,0.023,-0.137,OFF
1.004,-0.004,-0.113,OFF
0.98,0.109,-0.141,ON
1.027,-0.02,-0.125,OFF
0.996,0.027,-0.117,OFF
0.965,0.105,-0.129,ON
0.98,-0.031,-0.102,OFF
0.988,-0.066,-0.145,OFF
0.977,0.113,-0.148,ON
0.984,-0.074,-0.109,OFF
1.020,0.012,-0.137,OFF
0.996,-0.047,-0.133,OFF
0.977,-0.016,-0.121,OFF
0.996,0.035,-0.121,OFF
1.000,-0.023,-0.113,OFF
0.98,-0.109,-0.125,OFF
0.996,0.031,-0.137,OFF
1.012,-0.074,-0.141,OFF
0.984,-0.066,-0.145,OFF
0.988,0.035,-0.141,OFF
1.012,0.016,-0.125,OFF
1.020,0.098,-0.105,ON
1.004,0.012,-0.094,OFF
0.992,-0.082,-0.129,OFF
0.977,0,-0.152,OFF
0.996,-0.035,-0.113,OFF
1.016,-0.043,-0.137,OFF
0.98,-0.031,-0.145,OFF
1.016,0.059,-0.109,OFF
0.992,-0.02,-0.121,OFF
0.977,-0.02,-0.117,OFF
1.012,-0.023,-0.117,OFF
1.004,-0.023,-0.105,OFF
0.984,0.098,-0.148,ON
1.020,0.039,-0.133,OFF
0.969,-0.012,-0.133,OFF
1.035,0.016,-0.145,OFF
0.984,-0.059,-0.117,OFF
0.945,0.023,-0.113,OFF
0.992,0.004,-0.105,OFF
0.988,0.066,-0.164,OFF
1.016,-0.055,-0.133,OFF
1.000,-0.082,-0.133,OFF
1.043,0.063,-0.145,OFF
0.996,0.012,-0.121,OFF
0.977,-0.051,-0.121,OFF
0.953,0.008,-0.117,OFF
0.98,-0.039,-0.109,OFF
0.961,-0.063,-0.137,OFF
0.977,-0.047,-0.145,OFF
1.031,-0.004,-0.133,OFF
0.996,-0.047,-0.141,OFF
0.973,0.148,-0.133,ON
1.008,0.004,-0.129,OFF
0.969,0.109,-0.117,ON
1.004,0.004,-0.102,OFF
0.957,-0.004,-0.141,OFF
0.992,0.086,-0.152,OFF
0.988,-0.082,-0.137,OFF
1.000,0.027,-0.148,OFF
0.992,-0.023,-0.125,OFF
1.000,-0.07,-0.117,OFF
1.008,0.051,-0.121,OFF
0.984,-0.063,-0.121,OFF
0.984,-0.094,-0.145,OFF
1.008,0.059,-0.133,OFF
1.031,-0.047,-0.141,OFF
1.008,-0.07,-0.145,OFF
0.992,0.109,-0.133,ON
1.008,-0.027,-0.129,OFF
0.996,-0.063,-0.117,OFF
0.988,0.027,-0.148,OFF
1.000,0.02,-0.117,OFF
0.992,0.109,-0.137,ON
0.996,0.004,-0.133,OFF
1.000,-0.027,-0.156,OFF
0.949,-0.02,-0.121,OFF
1.004,0.012,-0.113,OFF
1.004,0,-0.121,OFF
1.000,-0.004,-0.129,OFF
0.996,-0.051,-0.105,OFF
0.977,-0.004,-0.129,OFF
0.961,-0.059,-0.148,OFF
1.027,0.012,-0.105,OFF
0.977,0.063,-0.141,OFF
1.012,0.023,-0.129,OFF
0.996,0.078,-0.117,OFF
0.984,-0.035,-0.105,OFF
0.973,-0.113,-0.102,OFF
1.004,0.082,-0.145,OFF
1.031,-0.023,-0.133,OFF
0.996,-0.063,-0.121,OFF
0.984,0.129,-0.137,ON
1.004,-0.008,-0.113,OFF
0.992,-0.055,-0.102,OFF
0.977,0.059,-0.129,OFF
0.992,-0.035,-0.113,OFF
1.016,-0.043,-0.133,OFF
0.977,0.113,-0.16,ON
1.027,-0.012,-0.113,OFF
0.992,0.008,-0.121,OFF
0.973,-0.043,-0.129,OFF
0.98,0.043,-0.094,OFF
0.965,0.043,-0.141,OFF
1.012,0.016,-0.086,OFF
1.016,0.051,-0.133,OFF
1.023,-0.059,-0.168,OFF
1.000,-0.055,-0.137,OFF
0.98,0.086,-0.125,OFF
0.984,-0.027,-0.121,OFF
0.984,-0.082,-0.121,OFF
0.973,0.047,-0.133,OFF
1.031,-0.07,-0.148,OFF
0.992,-0.07,-0.129,OFF
0.969,0.102,-0.141,ON
1.012,-0.012,-0.125,OFF
0.984,-0.023,-0.129,OFF
0.988,0.102,-0.141,ON
0.977,0.02,-0.102,OFF
0.957,0.066,-0.121,OFF
1.008,-0.004,-0.078,OFF
1.008,-0.055,-0.117,OFF
0.961,0.086,-0.152,OFF
1.035,0.016,-0.113,OFF
1.004,0.063,-0.133,OFF
1.012,-0.043,-0.125,OFF
0.988,-0.082,-0.117,OFF
0.977,0.031,-0.125,OFF
0.977,0.023,-0.094,OFF
0.98,0.102,-0.137,ON
1.047,0,-0.125,OFF
1.004,-0.027,-0.137,OFF
0.961,-0.027,-0.133,OFF
1.008,-0.004,-0.117,OFF
1.012,-0.016,-0.113,OFF
0.953,0.07,-0.137,OFF
0.973,0.023,-0.09,OFF
1.004,-0.008,-0.125,OFF
0.996,-0.051,-0.141,OFF
1.031,0.023,-0.117,OFF
0.977,0.031,-0.129,OFF
1.027,0.012,-0.129,OFF
1.000,0.063,-0.129,OFF
1.000,-0.035,-0.098,OFF
0.973,0.023,-0.105,OFF
0.953,0,-0.137,OFF
0.965,-0.004,-0.113,OFF
1.004,-0.039,-0.133,OFF
0.965,0.012,-0.137,OFF
1.039,-0.016,-0.094,OFF
1.004,-0.07,-0.133,OFF
0.977,-0.035,-0.121,OFF
0.98,-0.035,-0.117,OFF
0.992,-0.039,-0.109,OFF
0.992,0.109,-0.141,ON
1.047,0,-0.117,OFF
0.992,-0.023,-0.121,OFF
0.984,-0.035,-0.141,OFF
0.98,0.039,-0.148,OFF
1.000,0.051,-0.148,OFF
1.000,0.07,-0.113,OFF
0.973,0.031,-0.129,OFF
1.004,-0.051,-0.133,OFF
0.984,-0.035,-0.117,OFF
1.016,0.078,-0.133,OFF
1.016,-0.055,-0.141,OFF
0.992,-0.094,-0.129,OFF
1.004,0.043,-0.129,OFF
1.016,-0.055,-0.141,OFF
0.977,-0.07,-0.129,OFF
1.004,0.09,-0.145,OFF
0.984,-0.02,-0.121,OFF
0.996,-0.059,-0.129,OFF
0.98,0.102,-0.137,ON
0.996,-0.008,-0.117,OFF
0.984,-0.059,-0.117,OFF
0.965,0.082,-0.105,OFF
0.984,-0.016,-0.125,OFF
1.020,-0.047,-0.137,OFF
0.992,0.105,-0.148,ON
1.000,-0.02,-0.117,OFF
1.000,-0.012,-0.133,OFF
0.969,0.109,-0.125,ON
0.969,-0.055,-0.105,OFF
0.969,-0.066,-0.121,OFF
0.98,0.105,-0.145,ON
0.984,-0.066,-0.121,OFF
1.004,0.016,-0.145,OFF
0.973,-0.031,-0.125,OFF
0.984,-0.051,-0.113,OFF
1.000,0.02,-0.129,OFF
0.973,-0.059,-0.113,OFF
0.945,-0.117,-0.086,OFF
1.004,0.035,-0.129,OFF
1.016,-0.059,-0.137,OFF
0.992,-0.055,-0.137,OFF
1.000,0.07,-0.137,OFF
1.004,-0.035,-0.121,OFF
0.988,-0.086,-0.121,OFF
0.977,0.035,-0.125,OFF
0.977,-0.082,-0.105,OFF
1.000,-0.082,-0.129,OFF
1.000,0.09,-0.145,OFF
1.004,0,-0.121,OFF
1.000,0.125,-0.121,ON
1.000,-0.004,-0.113,OFF
1.016,-0.016,-0.105,OFF
0.961,0.074,-0.121,OFF
0.992,-0.016,-0.078,OFF
1.008,-0.031,-0.113,OFF
0.969,0.098,-0.141,ON
1.039,0.016,-0.113,OFF
0.969,0.012,-0.125,OFF
1.016,0.016,-0.129,OFF
1.000,0.055,-0.125,OFF
1.008,-0.047,-0.117,OFF
0.992,0.063,-0.098,OFF
0.953,0.012,-0.133,OFF
0.996,0.012,-0.113,OFF
1.004,0.082,-0.145,OFF
1.008,0.012,-0.113,OFF
1.016,0.086,-0.141,OFF
1.023,0.031,-0.117,OFF
1.027,-0.008,-0.145,OFF
1.004,-0.043,-0.121,OFF
0.984,0.012,-0.121,OFF
1.012,0.043,-0.129,OFF
1.055,0.008,-0.102,OFF
1.023,0.074,-0.121,OFF
1.023,-0.047,-0.152,OFF
1.008,0.027,-0.113,OFF
1.020,-0.031,-0.109,OFF
1.043,0.016,-0.184,OFF
0.98,-0.008,-0.129,OFF
0.953,-0.012,-0.145,OFF
1.047,-0.023,-0.137,OFF
1.004,0.023,-0.102,OFF
0.98,-0.004,-0.133,OFF
1.012,0.012,-0.113,OFF
1.004,-0.027,-0.117,OFF
1.016,0,-0.187,OFF
1.016,-0.043,-0.141,OFF
1.008,-0.008,-0.125,OFF
0.977,0.012,-0.125,OFF
0.996,-0.051,-0.109,OFF
0.961,0.016,-0.145,OFF
1.023,0.047,-0.129,OFF
0.98,0.059,-0.105,OFF
1.008,0,-0.148,OFF
0.969,0,-0.105,OFF
1.020,-0.023,-0.156,OFF
0.957,0,-0.121,OFF
0.992,0.109,-0.121,ON
1.016,-0.012,-0.09,OFF
1.016,-0.035,-0.121,OFF
1.016,0.004,-0.137,OFF
1.055,0.035,-0.148,OFF
1.020,-0.031,-0.137,OFF
0.973,-0.055,-0.16,OFF
1.004,-0.008,-0.133,OFF
0.996,-0.016,-0.137,OFF
0.98,0.047,-0.141,OFF
0.996,-0.051,-0.113,OFF
1.000,0.047,-0.121,OFF
0.957,-0.004,-0.164,OFF
0.973,0.012,-0.141,OFF
0.953,0.078,-0.156,OFF
0.98,0.023,-0.117,OFF
1.004,0.063,-0.125,OFF
0.988,-0.051,-0.102,OFF
1.000,-0.07,-0.113,OFF
0.984,-0.012,-0.121,OFF
1.074,-0.008,-0.152,OFF
0.996,0.004,-0.113,OFF
0.969,0.117,-0.152,ON
0.984,-0.031,-0.137,OFF
0.98,-0.063,-0.113,OFF
0.988,0,-0.137,OFF
0.996,-0.016,-0.105,OFF
1.012,-0.004,-0.129,OFF
1.039,-0.008,-0.168,OFF
1.016,-0.047,-0.133,OFF
0.977,-0.004,-0.117,OFF
0.988,0.031,-0.148,OFF
1.012,0.031,-0.102,OFF
0.969,0.016,-0.137,OFF
1.016,-0.035,-0.137,OFF
0.988,0.016,-0.129,OFF
1.004,0.113,-0.172,ON
0.973,0.039,-0.125,OFF
0.961,0.008,-0.145,OFF
0.988,0,-0.137,OFF
0.984,0.066,-0.137,OFF
1.004,0.02,-0.121,OFF
0.973,0.109,-0.109,ON
1.016,0.059,-0.102,OFF
1.000,-0.055,-0.148,OFF
1.004,0.09,-0.129,OFF
0.988,-0.074,-0.125,OFF
1.016,0.027,-0.148,OFF
0.988,-0.055,-0.125,OFF
0.977,-0.012,-0.125,OFF
1.004,0.031,-0.125,OFF
1.004,0,-0.117,OFF
1.000,0.023,-0.137,OFF
1.016,-0.023,-0.133,OFF
1.016,0.02,-0.113,OFF
0.969,0.094,-0.152,ON
0.988,-0.016,-0.117,OFF
0.977,-0.008,-0.133,OFF
0.969,0.105,-0.129,ON
0.988,-0.004,-0.094,OFF
0.992,-0.09,-0.141,OFF
1.000,0.004,-0.137,OFF
0.992,-0.043,-0.117,OFF
1.020,-0.027,-0.141,OFF
0.973,-0.043,-0.137,OFF
1.008,0.055,-0.113,OFF
1.004,-0.012,-0.129,OFF
0.992,-0.008,-0.117,OFF
1.023,-0.023,-0.129,OFF
1.000,-0.02,-0.102,OFF
0.98,0.094,-0.152,ON
1.012,0.035,-0.141,OFF
1.000,0,-0.133,OFF
1.016,0.063,-0.133,OFF
0.996,0.07,-0.129,OFF
1.004,-0.012,-0.105,OFF
0.984,-0.016,-0.121,OFF
1.000,0.082,-0.152,OFF
1.012,-0.055,-0.129,OFF
0.996,0.02,-0.133,OFF
0.961,0.004,-0.145,OFF
1.008,0.027,-0.105,OFF
0.984,0.113,-0.141,ON
0.977,0.031,-0.102,OFF
0.953,0.066,-0.129,OFF
1.004,0.008,-0.086,OFF
1.004,0.02,-0.133,OFF
1.023,-0.066,-0.141,OFF
0.988,-0.051,-0.129,OFF
1.012,0.047,-0.125,OFF
1.016,-0.039,-0.125,OFF
0.98,-0.09,-0.109,OFF
0.973,0.016,-0.129,OFF
0.98,-0.09,-0.105,OFF
1.000,-0.082,-0.129,OFF
1.004,0.082,-0.137,OFF
1.016,0.012,-0.125,OFF
1.004,0.113,-0.129,ON
1.000,-0.008,-0.121,OFF
1.008,0,-0.102,OFF
0.977,-0.043,-0.125,OFF
0.984,-0.035,-0.09,OFF
1.000,-0.008,-0.113,OFF
0.98,0.109,-0.145,ON
1.039,0.008,-0.113,OFF
1.004,-0.012,-0.129,OFF
0.965,-0.035,-0.129,OFF
1.008,0.039,-0.105,OFF
0.957,-0.031,-0.133,OFF
0.953,-0.086,-0.109,OFF
1.023,0.016,-0.121,OFF
0.957,0.016,-0.137,OFF
1.027,0.023,-0.109,OFF
1.012,0.074,-0.117,OFF
1.000,-0.047,-0.133,OFF
1.004,-0.09,-0.105,OFF
0.984,0.059,-0.121,OFF
0.973,-0.055,-0.117,OFF
0.984,-0.063,-0.109,OFF
1.008,0.094,-0.145,ON
1.027,-0.016,-0.125,OFF
1.000,-0.059,-0.129,OFF
0.977,0.109,-0.137,ON
1.008,0.008,-0.109,OFF
0.98,0.074,-0.133,OFF
1.000,0.035,-0.117,OFF
0.984,0,-0.117,OFF
0.977,-0.047,-0.141,OFF
0.969,-0.027,-0.121,OFF
1.020,0.012,-0.133,OFF
1.008,-0.063,-0.141,OFF
0.996,-0.082,-0.125,OFF
0.988,0.016,-0.129,OFF
0.973,-0.07,-0.141,OFF
0.961,-0.063,-0.113,OFF
1.016,0.051,-0.137,OFF
0.996,-0.035,-0.133,OFF
0.988,-0.074,-0.125,OFF
0.988,0.07,-0.133,OFF
1.000,-0.039,-0.117,OFF
0.98,-0.074,-0.121,OFF
0.973,0.051,-0.117,OFF
0.988,0.004,-0.125,OFF
0.98,0.117,-0.137,ON
1.020,0,-0.109,OFF
1.016,-0.051,-0.133,OFF
1.008,-0.035,-0.145,OFF
1.027,0.012,-0.125,OFF
0.992,-0.035,-0.125,OFF
0.953,-0.066,-0.129,OFF
1.016,0,-0.117,OFF
1.016,-0.008,-0.133,OFF
1.000,-0.02,-0.133,OFF
1.031,0.039,-0.109,OFF
1.008,0.012,-0.133,OFF
1.016,0.047,-0.125,OFF
1.027,0.012,-0.152,OFF
0.961,-0.043,-0.121,OFF
0.984,0.023,-0.098,OFF
0.938,0.016,-0.141,OFF
1.035,0.004,-0.121,OFF
1.027,0.102,-0.133,ON
1.020,-0.016,-0.125,OFF
1.008,-0.051,-0.121,OFF
0.992,0.047,-0.137,OFF
1.027,0.012,-0.137,OFF
0.961,0.078,-0.133,OFF
1.016,0.043,-0.121,OFF
0.953,0.051,-0.129,OFF
1.008,-0.031,-0.121,OFF
0.961,0,-0.105,OFF
0.984,0.07,-0.133,OFF
0.988,-0.004,-0.102,OFF
0.957,0.117,-0.176,ON
1.016,-0.035,-0.125,OFF
0.996,0.035,-0.113,OFF
0.98,-0.035,-0.141,OFF
1.000,-0.016,-0.113,OFF
0.98,-0.023,-0.098,OFF
1.008,0.109,-0.125,ON
1.020,-0.035,-0.113,OFF
0.957,0.055,-0.148,OFF
1.039,-0.07,-0.133,OFF
1.027,0,-0.129,OFF
0.969,0.023,-0.133,OFF
1.016,0.012,-0.125,OFF
1.012,-0.051,-0.105,OFF
0.988,0.113,-0.137,ON
0.992,0.047,-0.109,OFF
0.992,0.066,-0.172,OFF
0.988,0.027,-0.125,OFF
1.008,0.074,-0.145,OFF
0.992,0.016,-0.141,OFF
0.984,0.066,-0.125,OFF
1.004,0.047,-0.121,OFF
1.000,-0.039,-0.121,OFF
0.992,0.004,-0.117,OFF
0.992,-0.074,-0.133,OFF
1.000,-0.047,-0.125,OFF
0.977,-0.07,-0.164,OFF
1.023,0.031,-0.133,OFF
1.004,-0.031,-0.133,OFF
0.973,0.02,-0.133,OFF
0.988,-0.063,-0.117,OFF
1.020,0.008,-0.109,OFF
1.023,-0.008,-0.141,OFF
1.004,-0.063,-0.105,OFF
1.020,0.012,-0.137,OFF
1.008,0.031,-0.145,OFF
0.996,0.043,-0.145,OFF
0.992,0.027,-0.121,OFF
0.984,-0.063,-0.117,OFF
0.961,0.023,-0.113,OFF
0.996,-0.043,-0.113,OFF
1.004,-0.074,-0.125,OFF
0.965,-0.035,-0.145,OFF
1.027,0.016,-0.148,OFF
0.969,-0.07,-0.133,OFF
0.953,0.047,-0.129,OFF
1.000,-0.027,-0.102,OFF
0.984,-0.023,-0.113,OFF
0.988,-0.059,-0.145,OFF
1.027,0.02,-0.113,OFF
0.977,-0.055,-0.137,OFF
0.984,-0.008,-0.16,OFF
1.016,-0.031,-0.113,OFF
0.992,0.031,-0.125,OFF
0.957,-0.035,-0.129,OFF
1.004,0.063,-0.113,OFF
0.98,0.035,-0.16,OFF
1.020,0.039,-0.113,OFF
1.012,0.043,-0.137,OFF
1.023,-0.023,-0.148,OFF
0.977,-0.074,-0.125,OFF
0.98,0.113,-0.137,ON
0.984,-0.035,-0.125,OFF
1.012,-0.059,-0.121,OFF
0.988,0.027,-0.156,OFF
1.016,-0.023,-0.121,OFF
1.000,-0.086,-0.125,OFF
0.992,0.082,-0.16,OFF
0.996,-0.047,-0.109,OFF
0.984,-0.004,-0.129,OFF
0.988,0.098,-0.129,ON
1.004,0.043,-0.105,OFF
0.984,0.051,-0.156,OFF
1.027,0.02,-0.121,OFF
1.020,-0.016,-0.133,OFF
