estimated_x,estimated_y,estimated_z
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.909.607,132.402.435,159.819.199
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.959.290,132.573.090,158.918.594
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.942.352
147.471.176,132.593.857,157.014.160
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.078.705,132.159.058,157.157.410
148.640.610,133.504.364,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.282.059
148.641.022,133.503.616,156.311.844
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.187.073,132.963.272,156.374.161
149.669.312,132.963.272,157.343.552
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
149.142.151,132.615.479,157.284.317
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
150.872.223,239.665.955,160.744.446
151.366.852,239.665.955,157.565.842
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
150.200.165,133.156.830,157.400.330
152.208.572,133.792.557,159.424.332
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,159.424.377
152.212.189,134.350.128,156.532.730
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
153.897.751,235.368.591,160.795.502
151.889.038,236.061.798,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
151.889.038,236.061.523,159.778.076
150.404.053,232.804.413,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
150.404.022,231.967.773,156.808.060
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
149.910.156,231.411.224,155.820.313
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.423.706,227.095.795,155.847.412
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
151.938.782,220.292.145,154.877.563
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
152.443.924,217.322.739,154.887.848
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,152.912.048
151.456.024,208.526.291,153.899.231
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
151.949.814,213.362.000,153.899.628
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.493.179,153.924.210
152.962.097,203.493.179,153.924.210
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.493.179,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.493.179,153.924.210
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.962.097,203.492.981,153.924.194
152.480.789,203.492.981,152.940.491
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
152.981.308,187.408.676,152.962.616
153.492.096,197.297.485,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.984.192
153.492.096,197.126.175,152.000.626
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
153.000.000,204.000.000,152.000.000
152.506.622,209.380.249,151.025.116
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
153.012.665,214.101.349,151.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
152.012.665,213.101.349,150.025.345
151.023.926,213.101.349,148.046.692
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
152.033.951,225.437.744,148.067.902
151.548.676,228.868.454,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.548.752,230.518.112,146.097.504
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
151.053.406,231.762.863,145.106.812
150.557.999,232.877.151,144.095.718
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.547.852,230.047.256,144.095.703
149.052.917,230.541.656,143.095.856
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.547.852,229.047.256,143.095.703
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.294,228.282.684,143.096.588
148.548.752,227.519.333,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
148.548.752,227.518.112,143.097.504
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
149.053.925,228.985.229,143.107.834
